px	py	name
41.1540000000000	-8.63000000000000	'Massarelos'
41.1700000000000	-8.66500000000000	'Massarelos'
41.1400000000000	-8.61500000000000	'Massarelos'
41.1420000000000	-8.60700000000000	'Massarelos'
41.1780000000000	-8.68700000000000	'Massarelos'
41.1600000000000	-8.57800000000000	'Massarelos'
41.1420000000000	-8.60300000000000	'Massarelos'
41.1610000000000	-8.62400000000000	'Massarelos'
41.1630000000000	-8.58900000000000	'Massarelos'
41.1340000000000	-8.60400000000000	'Massarelos'
41.1570000000000	-8.60900000000000	'Massarelos'
41.1640000000000	-8.62300000000000	'Massarelos'
41.1620000000000	-8.57500000000000	'Massarelos'
41.1680000000000	-8.63200000000000	'Massarelos'
41.1580000000000	-8.60600000000000	'Massarelos'
41.1570000000000	-8.62800000000000	'Massarelos'
41.1420000000000	-8.64100000000000	'Massarelos'
41.1810000000000	-8.66200000000000	'Massarelos'
41.1690000000000	-8.58400000000000	'Massarelos'
41.1780000000000	-8.64700000000000	'Massarelos'
41.1610000000000	-8.62100000000000	'Massarelos'
41.1810000000000	-8.60100000000000	'Massarelos'
41.1550000000000	-8.60200000000000	'Massarelos'
41.1670000000000	-8.57900000000000	'Massarelos'
41.1870000000000	-8.65400000000000	'Massarelos'
41.0970000000000	-8.58800000000000	'Massarelos'
41.1500000000000	-8.61100000000000	'Massarelos'
41.1660000000000	-8.61300000000000	'Massarelos'
41.1460000000000	-8.61900000000000	'Massarelos'
41.1680000000000	-8.59100000000000	'Massarelos'
41.1470000000000	-8.62000000000000	'Massarelos'
41.1820000000000	-8.61200000000000	'Massarelos'
41.1310000000000	-8.64100000000000	'Massarelos'
41.1630000000000	-8.61400000000000	'Massarelos'
41.0960000000000	-8.58700000000000	'Massarelos'
41.1590000000000	-8.60400000000000	'Massarelos'
41.1450000000000	-8.60700000000000	'Massarelos'
41.1440000000000	-8.64200000000000	'Massarelos'
41.1580000000000	-8.63700000000000	'Massarelos'
41.1420000000000	-8.61500000000000	'Massarelos'
41.1640000000000	-8.64500000000000	'Massarelos'
41.1510000000000	-8.60500000000000	'Massarelos'
41.2030000000000	-8.69300000000000	'Massarelos'
41.1630000000000	-8.66200000000000	'Massarelos'
41.1890000000000	-8.70200000000000	'Massarelos'
41.1620000000000	-8.60500000000000	'Massarelos'
41.1530000000000	-8.60800000000000	'Massarelos'
41.1750000000000	-8.61000000000000	'Massarelos'
41.1490000000000	-8.65400000000000	'Massarelos'
41.1540000000000	-8.64500000000000	'Massarelos'
41.1490000000000	-8.61400000000000	'Massarelos'
41.1630000000000	-8.58300000000000	'Massarelos'
41.1450000000000	-8.61000000000000	'Massarelos'
41.1640000000000	-8.64100000000000	'Massarelos'
41.1640000000000	-8.58300000000000	'Massarelos'
41.1930000000000	-8.56800000000000	'Massarelos'
41.1530000000000	-8.61000000000000	'Massarelos'
41.1740000000000	-8.66600000000000	'Massarelos'
41.1580000000000	-8.67800000000000	'Massarelos'
41.1640000000000	-8.58000000000000	'Massarelos'
41.1690000000000	-8.63600000000000	'Massarelos'
41.1460000000000	-8.59700000000000	'Massarelos'
41.1530000000000	-8.56600000000000	'Massarelos'
41.1720000000000	-8.64000000000000	'Massarelos'
41.1290000000000	-8.54900000000000	'Massarelos'
41.1540000000000	-8.56000000000000	'Massarelos'
41.1530000000000	-8.65100000000000	'Massarelos'
41.1600000000000	-8.61600000000000	'Massarelos'
41.1620000000000	-8.58700000000000	'Massarelos'
41.1570000000000	-8.60000000000000	'Massarelos'
41.1470000000000	-8.60200000000000	'Massarelos'
41.1440000000000	-8.59900000000000	'Massarelos'
41.1600000000000	-8.60500000000000	'Massarelos'
41.1540000000000	-8.60400000000000	'Massarelos'
41.1860000000000	-8.65200000000000	'Massarelos'
41.1740000000000	-8.62600000000000	'Massarelos'
41.1610000000000	-8.60300000000000	'Massarelos'
41.1400000000000	-8.61300000000000	'Massarelos'
41.1640000000000	-8.61300000000000	'Massarelos'
41.1800000000000	-8.62600000000000	'Massarelos'
41.1600000000000	-8.56700000000000	'Massarelos'
41.1370000000000	-8.55600000000000	'Massarelos'
41.1900000000000	-8.65400000000000	'Massarelos'
41.1900000000000	-8.65200000000000	'Massarelos'
41.1880000000000	-8.54700000000000	'Massarelos'
41.1640000000000	-8.62200000000000	'Massarelos'
41.1590000000000	-8.66000000000000	'Massarelos'
41.1500000000000	-8.64700000000000	'Massarelos'
41.1470000000000	-8.61100000000000	'Massarelos'
41.1570000000000	-8.59700000000000	'Massarelos'
41.1330000000000	-8.58600000000000	'Massarelos'
41.1800000000000	-8.64500000000000	'Massarelos'
41.1590000000000	-8.63700000000000	'Massarelos'
41.1820000000000	-8.60100000000000	'Massarelos'
41.1700000000000	-8.61000000000000	'Massarelos'
41.1350000000000	-8.56300000000000	'Massarelos'
41.1580000000000	-8.63500000000000	'Massarelos'
41.1440000000000	-8.60600000000000	'Massarelos'
41.1770000000000	-8.55900000000000	'Massarelos'
41.1540000000000	-8.65200000000000	'Massarelos'
41.1460000000000	-8.61700000000000	'Massarelos'
41.1830000000000	-8.61000000000000	'Massarelos'
41.1800000000000	-8.64000000000000	'Massarelos'
41.1850000000000	-8.48600000000000	'Massarelos'
41.1580000000000	-8.63300000000000	'Massarelos'
41.1160000000000	-8.60300000000000	'Massarelos'
41.1450000000000	-8.59800000000000	'Massarelos'
41.1820000000000	-8.59700000000000	'Massarelos'
